date_CSH2169;CSH2169 BZ Equity;date_AMARAUR;AMARAUR BZ Equity;date_HPRFIC;HPRFIC BZ Equity;date_JULBGEN;JULBGEN BZ Equity;date_LEGCAPF;LEGCAPF BZ Equity;date_KPZETAF;KPZETAF BZ Equity;date_LSSTLS;LSSTLS BZ Equity;date_APXEQHF;APXEQHF BZ Equity;date_LSPLFIA;LSPLFIA BZ Equity;date_KADFIML;KADFIML BZ Equity;date_DIDOLFI;DIDOLFI BZ Equity;date_QUAADCP;QUAADCP BZ Equity;date_NWCSHST;NWCSHST BZ Equity;date_BEMFIRD;BEMFIRD BZ Equity
02/03/2020;1,1376209;14/11/2019;1,1277526;23/01/2018;15,877248;;;29/11/2019;1,17001781;23/01/2018;3,180044;23/01/2018;172,90468;23/01/2018;2,032514;22/05/2018;1,237726;23/01/2018;3,664762;23/01/2018;2,75114;26/08/2019;1,10153486;23/01/2018;118,683149;23/01/2018;2,704012
03/03/2020;1,1310506;18/11/2019;1,1264962;24/01/2018;16,076723;;;02/12/2019;1,16891804;24/01/2018;3,237573;24/01/2018;174,138097;24/01/2018;2,043929;23/05/2018;1,221356;24/01/2018;3,667214;24/01/2018;2,759682;27/08/2019;1,10175755;24/01/2018;118,713062;24/01/2018;2,704711
04/03/2020;1,1441848;19/11/2019;1,1256669;25/01/2018;16,079132;;;03/12/2019;1,17392787;25/01/2018;3,232106;25/01/2018;174,178381;25/01/2018;2,044929;24/05/2018;1,208613;25/01/2018;3,669805;25/01/2018;2,76343;28/08/2019;1,10198443;25/01/2018;118,742963;25/01/2018;2,705412
05/03/2020;1,1221843;20/11/2019;1,1254453;26/01/2018;16,152836;;;04/12/2019;1,17959585;26/01/2018;3,258608;26/01/2018;174,948501;26/01/2018;2,053606;25/05/2018;1,235119;26/01/2018;3,688932;26/01/2018;2,796814;29/08/2019;1,10220891;26/01/2018;118,773153;26/01/2018;2,706118
06/03/2020;1,1066525;21/11/2019;1,1257505;29/01/2018;16,112258;;;05/12/2019;1,18184476;29/01/2018;3,244483;29/01/2018;177,037607;29/01/2018;2,054693;28/05/2018;1,234394;29/01/2018;3,688193;29/01/2018;2,790992;30/08/2019;1,10242712;29/01/2018;118,803145;29/01/2018;2,706817
09/03/2020;1,0548309;22/11/2019;1,128155;30/01/2018;16,09948;;;06/12/2019;1,18855921;30/01/2018;3,231138;30/01/2018;176,908593;30/01/2018;2,051128;29/05/2018;1,227808;30/01/2018;3,689901;30/01/2018;2,792456;02/09/2019;1,10263404;30/01/2018;118,833139;30/01/2018;2,707522
10/03/2020;1,0828315;25/11/2019;1,1262932;31/01/2018;16,114968;;;09/12/2019;1,18955987;31/01/2018;3,246246;31/01/2018;176,350701;31/01/2018;2,057576;30/05/2018;1,22785;31/01/2018;3,688401;31/01/2018;2,791596;03/09/2019;1,10290287;31/01/2018;118,863062;31/01/2018;2,708221
11/03/2020;1,0429159;26/11/2019;1,1209148;01/02/2018;16,15547;;;10/12/2019;1,18963997;01/02/2018;3,26689;01/02/2018;176,788735;01/02/2018;2,063138;01/06/2018;1,222651;01/02/2018;3,687581;01/02/2018;2,790555;04/09/2019;1,1031547;01/02/2018;118,893064;01/02/2018;2,708925
12/03/2020;0,9944268;27/11/2019;1,120046;02/02/2018;16,102807;;;11/12/2019;1,19260163;02/02/2018;3,259186;02/02/2018;176,99001;02/02/2018;2,059285;04/06/2018;1,208337;02/02/2018;3,685265;02/02/2018;2,783645;05/09/2019;1,10338087;02/02/2018;118,922799;02/02/2018;2,709628
13/03/2020;1,0416033;28/11/2019;1,1225603;05/02/2018;16,034701;;;12/12/2019;1,19787984;05/02/2018;3,239983;05/02/2018;176,818438;05/02/2018;2,052238;05/06/2018;1,220681;05/02/2018;3,692405;05/02/2018;2,788035;06/09/2019;1,10358695;05/02/2018;118,952763;05/02/2018;2,710331
16/03/2020;0,9707927;29/11/2019;1,1230463;06/02/2018;16,01407;;;13/12/2019;1,20207436;06/02/2018;3,259499;06/02/2018;176,080898;06/02/2018;2,052409;06/06/2018;1,225527;06/02/2018;3,697336;06/02/2018;2,795268;09/09/2019;1,10378289;06/02/2018;118,982791;06/02/2018;2,711036
17/03/2020;0,9811713;02/12/2019;1,1234288;07/02/2018;16,003267;;;16/12/2019;1,20258923;07/02/2018;3,253543;07/02/2018;175,906303;07/02/2018;2,055415;07/06/2018;1,246357;07/02/2018;3,692252;07/02/2018;2,790389;10/09/2019;1,1040213;07/02/2018;119,012655;07/02/2018;2,711736
18/03/2020;0,9548114;03/12/2019;1,1275828;08/02/2018;16,003479;;;17/12/2019;1,19650153;08/02/2018;3,242096;08/02/2018;176,331837;08/02/2018;2,054013;08/06/2018;1,245703;08/02/2018;3,689853;08/02/2018;2,783323;11/09/2019;1,10426128;08/02/2018;119,042622;08/02/2018;2,712446
19/03/2020;0,9580904;04/12/2019;1,1288953;09/02/2018;15,951862;;;18/12/2019;1,19787775;09/02/2018;3,230186;09/02/2018;176,970969;09/02/2018;2,04679;11/06/2018;1,242637;09/02/2018;3,685872;09/02/2018;2,777451;12/09/2019;1,10451404;09/02/2018;119,071516;09/02/2018;2,713119
20/03/2020;0,9436947;05/12/2019;1,1298688;14/02/2018;16,066303;;;19/12/2019;1,19440412;14/02/2018;3,266466;14/02/2018;176,684035;14/02/2018;2,06108;12/06/2018;1,232429;14/02/2018;3,68052;14/02/2018;2,775742;13/09/2019;1,10476876;14/02/2018;119,100391;14/02/2018;2,713792
23/03/2020;0,9253217;06/12/2019;1,1340707;15/02/2018;16,059476;;;20/12/2019;1,19536439;15/02/2018;3,276976;15/02/2018;176,510603;15/02/2018;2,064524;13/06/2018;1,240063;15/02/2018;3,68832;15/02/2018;2,781658;16/09/2019;1,10502718;15/02/2018;119,129564;15/02/2018;2,714473
24/03/2020;0,9700698;09/12/2019;1,1347927;16/02/2018;16,154564;;;23/12/2019;1,19788974;16/02/2018;3,285902;16/02/2018;178,018912;16/02/2018;2,072446;14/06/2018;1,248675;16/02/2018;3,697912;16/02/2018;2,79584;17/09/2019;1,10527367;16/02/2018;119,156993;16/02/2018;2,715134
25/03/2020;0,9826574;10/12/2019;1,1344964;19/02/2018;16,152865;;;24/12/2019;1,19939179;19/02/2018;3,313135;19/02/2018;178,992429;19/02/2018;2,081313;15/06/2018;1,255084;19/02/2018;3,696255;19/02/2018;2,790195;18/09/2019;1,10551666;19/02/2018;119,185642;19/02/2018;2,715811
26/03/2020;1,0123243;11/12/2019;1,1354296;20/02/2018;16,214651;;;26/12/2019;1,20404999;20/02/2018;3,317579;20/02/2018;180,580213;20/02/2018;2,086994;18/06/2018;1,244248;20/02/2018;3,692468;20/02/2018;2,78398;19/09/2019;1,10575866;20/02/2018;119,214472;20/02/2018;2,716485
27/03/2020;0,9923528;12/12/2019;1,1368823;21/02/2018;16,247598;;;27/12/2019;1,20576152;21/02/2018;3,336031;21/02/2018;181,077775;21/02/2018;2,090295;19/06/2018;1,228573;21/02/2018;3,683106;21/02/2018;2,776259;20/09/2019;1,10598268;21/02/2018;119,242364;21/02/2018;2,717154
30/03/2020;1,007728;13/12/2019;1,1372577;22/02/2018;16,232665;;;30/12/2019;1,20866339;22/02/2018;3,336043;22/02/2018;181,570863;22/02/2018;2,093298;20/06/2018;1,244865;22/02/2018;3,683071;22/02/2018;2,776173;23/09/2019;1,10616226;22/02/2018;119,27101;22/02/2018;2,717824
31/03/2020;0,9951505;16/12/2019;1,1383013;23/02/2018;16,22395;;;31/12/2019;1,20946055;23/02/2018;3,342009;23/02/2018;180,341382;23/02/2018;2,094752;21/06/2018;1,245922;23/02/2018;3,68518;23/02/2018;2,78088;24/09/2019;1,10639925;23/02/2018;119,299116;23/02/2018;2,718497
01/04/2020;0,9704361;17/12/2019;1,136011;26/02/2018;16,223586;;;02/01/2020;1,21136037;26/02/2018;3,347279;26/02/2018;179,693382;26/02/2018;2,092306;22/06/2018;1,250189;26/02/2018;3,688388;26/02/2018;2,787304;25/09/2019;1,10661613;26/02/2018;119,328147;26/02/2018;2,71918
02/04/2020;0,9822691;18/12/2019;1,1360102;27/02/2018;16,238641;;;03/01/2020;1,21228847;27/02/2018;3,339434;27/02/2018;180,638745;27/02/2018;2,095526;25/06/2018;1,234906;27/02/2018;3,687287;27/02/2018;2,780333;26/09/2019;1,10686456;27/02/2018;119,356862;27/02/2018;2,719857
03/04/2020;0,9705148;19/12/2019;1,1342771;28/02/2018;16,293745;;;06/01/2020;1,21055881;28/02/2018;3,345384;28/02/2018;180,731631;28/02/2018;2,099798;26/06/2018;1,232943;28/02/2018;3,687075;28/02/2018;2,778221;27/09/2019;1,10709573;28/02/2018;119,383435;28/02/2018;2,720508
06/04/2020;1,0065052;20/12/2019;1,1349131;01/03/2018;16,279253;;;07/01/2020;1,21153783;01/03/2018;3,347658;01/03/2018;180,012785;01/03/2018;2,096752;27/06/2018;1,231614;01/03/2018;3,671136;01/03/2018;2,750955;30/09/2019;1,10733688;01/03/2018;119,412667;01/03/2018;2,721169
07/04/2020;1,0119953;23/12/2019;1,1372832;02/03/2018;16,338375;;;08/01/2020;1,21051842;02/03/2018;3,359681;02/03/2018;180,885552;02/03/2018;2,096098;28/06/2018;1,252618;02/03/2018;3,672278;02/03/2018;2,75214;01/10/2019;1,10753897;02/03/2018;119,441378;02/03/2018;2,721854
08/04/2020;1,0313379;24/12/2019;1,1373939;05/03/2018;16,393588;;;09/01/2020;1,20949411;05/03/2018;3,365444;05/03/2018;181,064977;05/03/2018;2,095364;29/06/2018;1,249156;05/03/2018;3,672111;05/03/2018;2,753473;02/10/2019;1,10770998;05/03/2018;119,470323;05/03/2018;2,722534
09/04/2020;1,0368643;26/12/2019;1,1392783;06/03/2018;16,407041;;;10/01/2020;1,21065772;06/03/2018;3,358856;06/03/2018;181,363859;06/03/2018;2,09178;02/07/2018;1,2534;06/03/2018;3,685451;06/03/2018;2,768403;03/10/2019;1,10790108;06/03/2018;119,499587;06/03/2018;2,723219
13/04/2020;1,0361707;27/12/2019;1,1397525;07/03/2018;16,430004;;;13/01/2020;1,21021443;07/03/2018;3,360779;07/03/2018;181,547484;07/03/2018;2,088987;03/07/2018;1,24978;07/03/2018;3,677153;07/03/2018;2,756249;04/10/2019;1,10809529;07/03/2018;119,528991;07/03/2018;2,723908
14/04/2020;1,0546674;30/12/2019;1,1411064;08/03/2018;16,437687;;;14/01/2020;1,21228481;08/03/2018;3,357325;08/03/2018;182,935177;08/03/2018;2,095865;04/07/2018;1,250325;08/03/2018;3,682799;08/03/2018;2,764044;07/10/2019;1,10826414;08/03/2018;119,558611;08/03/2018;2,724597
15/04/2020;1,0471595;31/12/2019;1,1417552;09/03/2018;16,455246;;;15/01/2020;1,21190573;09/03/2018;3,374882;09/03/2018;183,771211;09/03/2018;2,105368;05/07/2018;1,252506;09/03/2018;3,678573;09/03/2018;2,756643;08/10/2019;1,10838299;09/03/2018;119,588018;09/03/2018;2,725284
16/04/2020;1,0502397;02/01/2020;1,1439791;12/03/2018;16,486854;;;16/01/2020;1,21142764;12/03/2018;3,373014;12/03/2018;184,483471;12/03/2018;2,114147;06/07/2018;1,254924;12/03/2018;3,679266;12/03/2018;2,760751;09/10/2019;1,10856136;12/03/2018;119,617177;12/03/2018;2,72597
17/04/2020;1,0665932;03/01/2020;1,1431916;13/03/2018;16,476852;;;17/01/2020;1,21330867;13/03/2018;3,373217;13/03/2018;184,945727;13/03/2018;2,115324;09/07/2018;1,255813;13/03/2018;3,67566;13/03/2018;2,753139;10/10/2019;1,10874322;13/03/2018;119,646655;13/03/2018;2,72666
20/04/2020;1,0609339;06/01/2020;1,1411475;14/03/2018;16,463834;;;20/01/2020;1,21193308;14/03/2018;3,365403;14/03/2018;185,45252;14/03/2018;2,115901;10/07/2018;1,268383;14/03/2018;3,67542;14/03/2018;2,750376;11/10/2019;1,10889554;14/03/2018;119,676084;14/03/2018;2,727346
22/04/2020;1,0634111;07/01/2020;1,1417235;15/03/2018;16,450228;;;21/01/2020;1,20712545;15/03/2018;3,350843;15/03/2018;186,039417;15/03/2018;2,11815;11/07/2018;1,261196;15/03/2018;3,676622;15/03/2018;2,752725;14/10/2019;1,10893277;15/03/2018;119,70574;15/03/2018;2,728037
23/04/2020;1,0581194;08/01/2020;1,1426727;16/03/2018;16,454443;;;22/01/2020;1,21131768;16/03/2018;3,39034;16/03/2018;185,192743;16/03/2018;2,128272;12/07/2018;1,27134;16/03/2018;3,675343;16/03/2018;2,752107;15/10/2019;1,10908048;16/03/2018;119,735187;16/03/2018;2,728724
24/04/2020;1,0574681;09/01/2020;1,1423523;19/03/2018;16,492458;;;23/01/2020;1,21472831;19/03/2018;3,389978;19/03/2018;185,246931;19/03/2018;2,129102;13/07/2018;1,270571;19/03/2018;3,681357;19/03/2018;2,759636;16/10/2019;1,10926664;19/03/2018;119,764853;19/03/2018;2,729412
27/04/2020;1,0700643;10/01/2020;1,1433637;20/03/2018;16,476106;;;24/01/2020;1,21467715;20/03/2018;3,389895;20/03/2018;185,605695;20/03/2018;2,130975;16/07/2018;1,254764;20/03/2018;3,686193;20/03/2018;2,764658;17/10/2019;1,10938127;20/03/2018;119,794487;20/03/2018;2,730101
28/04/2020;1,0764141;13/01/2020;1,1428876;21/03/2018;16,487895;;;27/01/2020;1,2092174;21/03/2018;3,415476;21/03/2018;186,712972;21/03/2018;2,137891;17/07/2018;1,254472;21/03/2018;3,684119;21/03/2018;2,760572;18/10/2019;1,10947368;21/03/2018;119,823922;21/03/2018;2,730788
29/04/2020;1,0884283;14/01/2020;1,1447818;22/03/2018;16,46695;;;28/01/2020;1,21245779;22/03/2018;3,463706;22/03/2018;186,50766;22/03/2018;2,144551;18/07/2018;1,256824;22/03/2018;3,694369;22/03/2018;2,769556;21/10/2019;1,1095973;22/03/2018;119,853416;22/03/2018;2,731476
30/04/2020;1,0800327;15/01/2020;1,1435224;23/03/2018;16,48557;;;29/01/2020;1,20930063;23/03/2018;3,471045;23/03/2018;186,639626;23/03/2018;2,144593;19/07/2018;1,245716;23/03/2018;3,69358;23/03/2018;2,764755;22/10/2019;1,10965027;23/03/2018;119,881641;23/03/2018;2,732139
04/05/2020;1,0705084;16/01/2020;1,1425975;26/03/2018;16,499705;;;30/01/2020;1,20768177;26/03/2018;3,489703;26/03/2018;186,862908;26/03/2018;2,153296;20/07/2018;1,241144;26/03/2018;3,707095;26/03/2018;2,780978;23/10/2019;1,10977113;26/03/2018;119,910032;26/03/2018;2,732801
05/05/2020;1,0757512;17/01/2020;1,1451791;27/03/2018;16,480116;;;31/01/2020;1,20477828;27/03/2018;3,461861;27/03/2018;186,0915;27/03/2018;2,146829;23/07/2018;1,242004;27/03/2018;3,70854;27/03/2018;2,783712;24/10/2019;1,10972082;27/03/2018;119,938319;27/03/2018;2,733464
06/05/2020;1,073955;20/01/2020;1,1453058;28/03/2018;16,465271;;;03/02/2020;1,20666946;28/03/2018;3,449285;28/03/2018;185,817819;28/03/2018;2,142378;24/07/2018;1,237985;28/03/2018;3,715421;28/03/2018;2,794274;25/10/2019;1,10978545;28/03/2018;119,966689;28/03/2018;2,734126
07/05/2020;1,075803;21/01/2020;1,1411146;29/03/2018;16,469497;;;04/02/2020;1,21205609;29/03/2018;3,469088;29/03/2018;186,488665;29/03/2018;2,147307;25/07/2018;1,232815;29/03/2018;3,709184;29/03/2018;2,785323;28/10/2019;1,10960225;29/03/2018;119,995135;29/03/2018;2,734792
08/05/2020;1,0822821;22/01/2020;1,1448968;02/04/2018;16,477582;;;05/02/2020;1,21581902;02/04/2018;3,448181;02/04/2018;185,733172;02/04/2018;2,140403;26/07/2018;1,229927;02/04/2018;3,704751;02/04/2018;2,778278;29/10/2019;1,10961987;02/04/2018;120,023552;02/04/2018;2,735455
11/05/2020;1,079681;23/01/2020;1,1476229;03/04/2018;16,490264;;;06/02/2020;1,21661185;03/04/2018;3,457113;03/04/2018;185,863077;03/04/2018;2,144083;27/07/2018;1,230311;03/04/2018;3,709635;03/04/2018;2,784189;30/10/2019;1,10961793;03/04/2018;120,051958;03/04/2018;2,736119
12/05/2020;1,069406;24/01/2020;1,1458204;04/04/2018;16,522617;;;07/02/2020;1,21190299;04/04/2018;3,454237;04/04/2018;184,92675;04/04/2018;2,145515;30/07/2018;1,22952;04/04/2018;3,717667;04/04/2018;2,796101;31/10/2019;1,10961071;04/04/2018;120,080563;04/04/2018;2,736785
13/05/2020;1,065118;27/01/2020;1,1410409;05/04/2018;16,516166;;;10/02/2020;1,20731658;05/04/2018;3,483838;05/04/2018;185,798563;05/04/2018;2,153842;31/07/2018;1,234518;05/04/2018;3,723738;05/04/2018;2,805519;01/11/2019;1,10966435;05/04/2018;120,108973;05/04/2018;2,737448
14/05/2020;1,0714882;28/01/2020;1,1450489;06/04/2018;16,532489;;;11/02/2020;1,21389381;06/04/2018;3,488585;06/04/2018;186,875217;06/04/2018;2,16457;01/08/2018;1,231199;06/04/2018;3,728347;06/04/2018;2,808309;04/11/2019;1,1096101;06/04/2018;120,137583;06/04/2018;2,738113
15/05/2020;1,0692285;29/01/2020;1,1453837;09/04/2018;16,543089;;;12/02/2020;1,21737161;09/04/2018;3,476817;09/04/2018;186,081651;09/04/2018;2,160717;02/08/2018;1,234851;09/04/2018;3,730874;09/04/2018;2,811417;05/11/2019;1,10958958;09/04/2018;120,165994;09/04/2018;2,738777
18/05/2020;1,087736;30/01/2020;1,1417066;10/04/2018;16,533739;;;13/02/2020;1,218095;10/04/2018;3,485654;10/04/2018;186,464121;10/04/2018;2,164614;03/08/2018;1,233202;10/04/2018;3,731413;10/04/2018;2,813478;06/11/2019;1,10950469;10/04/2018;120,194398;10/04/2018;2,73944
19/05/2020;1,084503;31/01/2020;1,140265;11/04/2018;16,536279;;;14/02/2020;1,21612781;11/04/2018;3,478094;11/04/2018;187,760079;11/04/2018;2,162853;06/08/2018;1,232223;11/04/2018;3,729645;11/04/2018;2,811231;07/11/2019;1,10947549;11/04/2018;120,222769;11/04/2018;2,740103
20/05/2020;1,0915985;03/02/2020;1,143279;12/04/2018;16,510872;;;17/02/2020;1,21521576;12/04/2018;3,504352;12/04/2018;189,300407;12/04/2018;2,170245;07/08/2018;1,236759;12/04/2018;3,731554;12/04/2018;2,819089;08/11/2019;1,10907821;12/04/2018;120,251253;12/04/2018;2,740768
21/05/2020;1,0910886;04/02/2020;1,1445588;13/04/2018;16,498165;;;18/02/2020;1,21474703;13/04/2018;3,493277;13/04/2018;188,340487;13/04/2018;2,168529;08/08/2018;1,237581;13/04/2018;3,737824;13/04/2018;2,825246;11/11/2019;1,10903862;13/04/2018;120,279553;13/04/2018;2,74143
22/05/2020;1,0919079;05/02/2020;1,1458246;16/04/2018;16,528988;;;19/02/2020;1,21950854;16/04/2018;3,496477;16/04/2018;187,796428;16/04/2018;2,166746;09/08/2018;1,242375;16/04/2018;3,739785;16/04/2018;2,827012;12/11/2019;1,10890333;16/04/2018;120,308066;16/04/2018;2,742094
25/05/2020;1,0991609;06/02/2020;1,1438867;17/04/2018;16,503404;;;20/02/2020;1,21564994;17/04/2018;3,527116;17/04/2018;188,256021;17/04/2018;2,184694;10/08/2018;1,241846;17/04/2018;3,734025;17/04/2018;2,82107;13/11/2019;1,10895883;17/04/2018;120,335909;17/04/2018;2,742749
26/05/2020;1,0995805;07/02/2020;1,1388159;18/04/2018;16,499752;;;21/02/2020;1,2129617;18/04/2018;3,543132;18/04/2018;189,30554;18/04/2018;2,190669;13/08/2018;1,239773;18/04/2018;3,742561;18/04/2018;2,830374;14/11/2019;1,10891376;18/04/2018;120,364261;18/04/2018;2,743416
27/05/2020;1,1065545;10/02/2020;1,1347809;19/04/2018;16,530914;;;26/02/2020;1,20151187;19/04/2018;3,544889;19/04/2018;190,726808;19/04/2018;2,193444;14/08/2018;1,240731;19/04/2018;3,729997;19/04/2018;2,813561;18/11/2019;1,10887425;19/04/2018;120,392575;19/04/2018;2,744075
28/05/2020;1,1059513;11/02/2020;1,1408047;20/04/2018;16,471136;;;27/02/2020;1,19728907;20/04/2018;3,559245;20/04/2018;191,961494;20/04/2018;2,19787;15/08/2018;1,240014;20/04/2018;3,72762;20/04/2018;2,811745;19/11/2019;1,10871449;20/04/2018;120,420805;20/04/2018;2,74474
29/05/2020;1,1067197;12/02/2020;1,144131;23/04/2018;16,532429;;;28/02/2020;1,19943508;23/04/2018;3,569015;23/04/2018;192,10361;23/04/2018;2,207933;16/08/2018;1,246391;23/04/2018;3,738308;23/04/2018;2,828457;20/11/2019;1,10893602;23/04/2018;120,449234;23/04/2018;2,745403
01/06/2020;1,1093595;13/02/2020;1,1452808;24/04/2018;16,505789;;;02/03/2020;1,20741999;24/04/2018;3,553973;24/04/2018;191,94852;24/04/2018;2,20415;17/08/2018;1,245639;24/04/2018;3,746249;24/04/2018;2,836773;21/11/2019;1,10897311;24/04/2018;120,477639;24/04/2018;2,746067
02/06/2020;1,1108777;14/02/2020;1,1446458;25/04/2018;16,542607;;;03/03/2020;1,21138101;25/04/2018;3,55705;25/04/2018;192,723881;25/04/2018;2,205176;20/08/2018;1,246808;25/04/2018;3,749533;25/04/2018;2,846131;22/11/2019;1,10915197;25/04/2018;120,505731;25/04/2018;2,74672
03/06/2020;1,1157164;17/02/2020;1,1444808;26/04/2018;16,50657;;;04/03/2020;1,21134194;26/04/2018;3,574997;26/04/2018;192,676184;26/04/2018;2,206782;21/08/2018;1,250056;26/04/2018;3,740567;26/04/2018;2,834592;25/11/2019;1,10921725;26/04/2018;120,534004;26/04/2018;2,74738
04/06/2020;1,114156;18/02/2020;1,1439882;27/04/2018;16,511128;;;05/03/2020;1,19941493;27/04/2018;3,575152;27/04/2018;193,011495;27/04/2018;2,211218;22/08/2018;1,249133;27/04/2018;3,739334;27/04/2018;2,834946;26/11/2019;1,10924519;27/04/2018;120,561651;27/04/2018;2,74804
05/06/2020;1,1204327;19/02/2020;1,1459018;30/04/2018;16,527724;;;06/03/2020;1,19321999;30/04/2018;3,568474;30/04/2018;193,255678;30/04/2018;2,216797;23/08/2018;1,247884;30/04/2018;3,740079;30/04/2018;2,835441;27/11/2019;1,10928482;30/04/2018;120,588232;30/04/2018;2,748687
08/06/2020;1,1257917;20/02/2020;1,1429864;02/05/2018;16,522613;;;09/03/2020;1,16933157;02/05/2018;3,553637;02/05/2018;192,366349;02/05/2018;2,211513;24/08/2018;1,253066;02/05/2018;3,753211;02/05/2018;2,849377;28/11/2019;1,10946385;02/05/2018;120,615954;02/05/2018;2,749347
09/06/2020;1,1241009;21/02/2020;1,1420896;03/05/2018;16,55585;;;10/03/2020;1,17350105;03/05/2018;3,540668;03/05/2018;192,692529;03/05/2018;2,20614;27/08/2018;1,25422;03/05/2018;3,74948;03/05/2018;2,840794;29/11/2019;1,10943635;03/05/2018;120,644072;03/05/2018;2,750007
10/06/2020;1,1210604;26/02/2020;1,1341177;04/05/2018;16,554742;;;11/03/2020;1,12823522;04/05/2018;3,532754;04/05/2018;193,700449;04/05/2018;2,203599;28/08/2018;1,256733;04/05/2018;3,743518;04/05/2018;2,832892;02/12/2019;1,10947422;04/05/2018;120,67257;04/05/2018;2,75067
12/06/2020;1,1112556;27/02/2020;1,1303835;07/05/2018;16,517996;;;12/03/2020;1,0765375;07/05/2018;3,526008;07/05/2018;193,938891;07/05/2018;2,201617;29/08/2018;1,258447;07/05/2018;3,740991;07/05/2018;2,827297;03/12/2019;1,10966699;07/05/2018;120,701045;07/05/2018;2,751332
15/06/2020;1,1130617;28/02/2020;1,1294411;08/05/2018;16,464533;;;13/03/2020;1,10772935;08/05/2018;3,522707;08/05/2018;192,576925;08/05/2018;2,199226;30/08/2018;1,256266;08/05/2018;3,741255;08/05/2018;2,826002;04/12/2019;1,10915721;08/05/2018;120,729303;08/05/2018;2,751992
16/06/2020;1,1162507;02/03/2020;1,1349274;09/05/2018;16,463624;;;16/03/2020;1,10739394;09/05/2018;3,549898;09/05/2018;193,224151;09/05/2018;2,203817;31/08/2018;1,258096;09/05/2018;3,768719;09/05/2018;2,8537;05/12/2019;1,10927498;09/05/2018;120,757035;09/05/2018;2,752648
17/06/2020;1,1187565;03/03/2020;1,1361271;10/05/2018;16,470994;;;17/03/2020;1,1166851;10/05/2018;3,579158;10/05/2018;193,801691;10/05/2018;2,201326;03/09/2018;1,258006;10/05/2018;3,732524;10/05/2018;2,812202;06/12/2019;1,10956946;10/05/2018;120,784507;10/05/2018;2,753305
18/06/2020;1,1181902;04/03/2020;1,1410601;11/05/2018;16,484298;;;18/03/2020;1,07557297;11/05/2018;3,571402;11/05/2018;194,234981;11/05/2018;2,196951;04/09/2018;1,255972;11/05/2018;3,727875;11/05/2018;2,812437;09/12/2019;1,10973546;11/05/2018;120,811784;11/05/2018;2,753962
19/06/2020;1,1167058;05/03/2020;1,1285717;14/05/2018;16,595186;;;19/03/2020;1,08965734;14/05/2018;3,559826;14/05/2018;192,971515;14/05/2018;2,190094;05/09/2018;1,258795;14/05/2018;3,722904;14/05/2018;2,796964;10/12/2019;1,11001448;14/05/2018;120,838538;14/05/2018;2,754614
22/06/2020;1,1180461;06/03/2020;1,1199037;15/05/2018;16,571506;;;20/03/2020;1,08995298;15/05/2018;3,549857;15/05/2018;192,138044;15/05/2018;2,191049;06/09/2018;1,260176;15/05/2018;3,728816;15/05/2018;2,802519;11/12/2019;1,11022045;15/05/2018;120,865586;15/05/2018;2,755267
23/06/2020;1,118975;09/03/2020;1,0940416;16/05/2018;16,48061;;;23/03/2020;1,08954632;16/05/2018;3,558652;16/05/2018;193,160803;16/05/2018;2,198032;10/09/2018;1,256967;16/05/2018;3,738143;16/05/2018;2,815426;12/12/2019;1,11050203;16/05/2018;120,892452;16/05/2018;2,755922
24/06/2020;1,113365;10/03/2020;1,1043251;17/05/2018;16,611921;;;24/03/2020;1,11437308;17/05/2018;3,523601;17/05/2018;191,96094;17/05/2018;2,189963;11/09/2018;1,259538;17/05/2018;3,748687;17/05/2018;2,824266;13/12/2019;1,11065353;17/05/2018;120,920405;17/05/2018;2,75658
25/06/2020;1,1161086;11/03/2020;1,0900639;18/05/2018;16,656649;;;25/03/2020;1,13372504;18/05/2018;3,502107;18/05/2018;192,537261;18/05/2018;2,188899;12/09/2018;1,262702;18/05/2018;3,760486;18/05/2018;2,834782;16/12/2019;1,11079632;18/05/2018;120,946792;18/05/2018;2,757223
26/06/2020;1,1090052;12/03/2020;1,0683394;21/05/2018;16,714523;;;26/03/2020;1,14427073;21/05/2018;3,525828;21/05/2018;193,710812;21/05/2018;2,195594;13/09/2018;1,264954;21/05/2018;3,750108;21/05/2018;2,822123;17/12/2019;1,11089762;21/05/2018;120,972778;21/05/2018;2,757866
29/06/2020;1,1136305;13/03/2020;1,0787118;22/05/2018;16,623383;;;27/03/2020;1,14508271;22/05/2018;3,559727;22/05/2018;195,874402;22/05/2018;2,20152;14/09/2018;1,273262;22/05/2018;3,753963;22/05/2018;2,830818;18/12/2019;1,11102637;22/05/2018;121,000136;22/05/2018;2,758519
