date_CSH2169;CSH2169 BZ Equity;date_AMARAUR;AMARAUR BZ Equity;date_HPRFIC;HPRFIC BZ Equity;date_JULBGEN;JULBGEN BZ Equity;date_LEGCAPF;LEGCAPF BZ Equity;date_KPZETAF;KPZETAF BZ Equity;date_LSSTLS;LSSTLS BZ Equity;date_APXEQHF;APXEQHF BZ Equity;date_LSPLFIA;LSPLFIA BZ Equity;date_KADFIML;KADFIML BZ Equity;date_DIDOLFI;DIDOLFI BZ Equity;date_QUAADCP;QUAADCP BZ Equity;date_NWCSHST;NWCSHST BZ Equity;date_BEMFIRD;BEMFIRD BZ Equity
04/03/2021;1,2068866;19/11/2020;1,1120306;25/01/2019;18,419132;;;02/12/2020;1,33575182;25/01/2019;3,769971;25/01/2019;190,742837;25/01/2019;2,403275;24/05/2019;1,377227;25/01/2019;4,056989;25/01/2019;3,161977;25/08/2020;1,09266871;25/01/2019;125,996404;25/01/2019;2,875349
05/03/2021;1,2160982;20/11/2020;1,1131597;28/01/2019;18,388273;;;03/12/2020;1,34120589;28/01/2019;3,750064;28/01/2019;190,815047;28/01/2019;2,383667;27/05/2019;1,376671;28/01/2019;4,050195;28/01/2019;3,153682;26/08/2020;1,09264493;28/01/2019;126,026327;28/01/2019;2,876049
08/03/2021;1,2051939;23/11/2020;1,1131679;29/01/2019;18,458743;;;04/12/2020;1,34669484;29/01/2019;3,768994;29/01/2019;189,566067;29/01/2019;2,394969;28/05/2019;1,376095;29/01/2019;4,060609;29/01/2019;3,169165;27/08/2020;1,09318317;29/01/2019;126,056277;29/01/2019;2,876746
09/03/2021;1,2084077;24/11/2020;1,1156303;30/01/2019;18,416577;;;07/12/2020;1,34422467;30/01/2019;3,778842;30/01/2019;189,457846;30/01/2019;2,405667;29/05/2019;1,377284;30/01/2019;4,061274;30/01/2019;3,171023;28/08/2020;1,09353975;30/01/2019;126,086126;30/01/2019;2,877444
10/03/2021;1,206179;25/11/2020;1,1178587;31/01/2019;18,553214;;;08/12/2020;1,3476291;31/01/2019;3,796668;31/01/2019;188,917242;31/01/2019;2,412124;30/05/2019;1,376524;31/01/2019;4,063608;31/01/2019;3,171912;31/08/2020;1,09389218;31/01/2019;126,11614;31/01/2019;2,878141
11/03/2021;1,2115613;26/11/2020;1,1189627;01/02/2019;18,564997;;;09/12/2020;1,34265019;01/02/2019;3,79663;01/02/2019;188,874987;01/02/2019;2,413004;31/05/2019;1,374925;01/02/2019;4,053005;01/02/2019;3,157293;01/09/2020;1,09437501;01/02/2019;126,146067;01/02/2019;2,87884
12/03/2021;1,2124052;27/11/2020;1,1212359;04/02/2019;18,542514;;;10/12/2020;1,34856878;04/02/2019;3,804142;04/02/2019;189,435223;04/02/2019;2,409043;03/06/2019;1,376953;04/02/2019;4,044812;04/02/2019;3,143776;02/09/2020;1,09459879;04/02/2019;126,176076;04/02/2019;2,87954
15/03/2021;1,2160339;30/11/2020;1,1195224;05/02/2019;18,539629;;;11/12/2020;1,35293843;05/02/2019;3,808135;05/02/2019;189,751955;05/02/2019;2,414148;04/06/2019;1,379275;05/02/2019;4,040058;05/02/2019;3,135565;03/09/2020;1,0949242;05/02/2019;126,205938;05/02/2019;2,880238
16/03/2021;1,2143221;01/12/2020;1,122883;06/02/2019;18,506229;;;14/12/2020;1,35083087;06/02/2019;3,78946;06/02/2019;190,429611;06/02/2019;2,404977;05/06/2019;1,380245;06/02/2019;4,049144;06/02/2019;3,147267;04/09/2020;1,09531633;06/02/2019;126,235747;06/02/2019;2,880936
17/03/2021;1,2197276;02/12/2020;1,125574;07/02/2019;18,425206;;;15/12/2020;1,35768998;07/02/2019;3,772529;07/02/2019;190,096682;07/02/2019;2,396176;06/06/2019;1,380286;07/02/2019;4,038497;07/02/2019;3,128531;08/09/2020;1,09536577;07/02/2019;126,265613;07/02/2019;2,881642
18/03/2021;1,2116677;03/12/2020;1,1312042;08/02/2019;18,337525;;;16/12/2020;1,36336563;08/02/2019;3,772997;08/02/2019;189,915346;08/02/2019;2,405597;07/06/2019;1,380678;08/02/2019;4,035657;08/02/2019;3,123407;09/09/2020;1,09575289;08/02/2019;126,29586;08/02/2019;2,882337
19/03/2021;1,2149314;04/12/2020;1,1312383;11/02/2019;18,298383;;;17/12/2020;1,3675841;11/02/2019;3,751739;11/02/2019;188,993684;11/02/2019;2,400053;10/06/2019;1,38044;11/02/2019;4,035145;11/02/2019;3,119505;10/09/2020;1,09578751;11/02/2019;126,325791;11/02/2019;2,883036
22/03/2021;1,213103;07/12/2020;1,1310262;12/02/2019;18,390155;;;18/12/2020;1,37217994;12/02/2019;3,783682;12/02/2019;188,683821;12/02/2019;2,412357;11/06/2019;1,380169;12/02/2019;4,042301;12/02/2019;3,128762;11/09/2020;1,09675459;12/02/2019;126,355657;12/02/2019;2,883736
23/03/2021;1,2088922;08/12/2020;1,1327077;13/02/2019;18,291981;;;21/12/2020;1,36729813;13/02/2019;3,787141;13/02/2019;189,221848;13/02/2019;2,414847;12/06/2019;1,378424;13/02/2019;4,036723;13/02/2019;3,118963;14/09/2020;1,09697268;13/02/2019;126,385632;13/02/2019;2,884435
24/03/2021;1,2049083;09/12/2020;1,1303245;14/02/2019;18,343392;;;22/12/2020;1,36713808;14/02/2019;3,804991;14/02/2019;189,550183;14/02/2019;2,421514;13/06/2019;1,379168;14/02/2019;4,050917;14/02/2019;3,142881;15/09/2020;1,09692056;14/02/2019;126,415624;14/02/2019;2,885134
25/03/2021;1,2133679;10/12/2020;1,1308321;15/02/2019;18,403352;;;23/12/2020;1,36840533;15/02/2019;3,816091;15/02/2019;189,848084;15/02/2019;2,4224;14/06/2019;1,377649;15/02/2019;4,061529;15/02/2019;3,158548;16/09/2020;1,0969324;15/02/2019;126,445501;15/02/2019;2,885837
26/03/2021;1,2191022;11/12/2020;1,1328874;18/02/2019;18,326658;;;24/12/2020;1,37006894;18/02/2019;3,81578;18/02/2019;191,0703;18/02/2019;2,428884;17/06/2019;1,37878;18/02/2019;4,043013;18/02/2019;3,129029;17/09/2020;1,09724314;18/02/2019;126,475339;18/02/2019;2,886536
29/03/2021;1,2174192;14/12/2020;1,1338669;19/02/2019;18,362017;;;28/12/2020;1,36347559;19/02/2019;3,819535;19/02/2019;191,339216;19/02/2019;2,422954;18/06/2019;1,384913;19/02/2019;4,045131;19/02/2019;3,132648;18/09/2020;1,0970069;19/02/2019;126,505258;19/02/2019;2,887236
30/03/2021;1,2216091;15/12/2020;1,1381846;20/02/2019;18,259244;;;29/12/2020;1,36726764;20/02/2019;3,813376;20/02/2019;191,80944;20/02/2019;2,414245;19/06/2019;1,386615;20/02/2019;4,029969;20/02/2019;3,103127;21/09/2020;1,09700678;20/02/2019;126,53393;20/02/2019;2,887936
31/03/2021;1,2224312;16/12/2020;1,1396178;21/02/2019;18,203502;;;30/12/2020;1,37365976;21/02/2019;3,808394;21/02/2019;191,294861;21/02/2019;2,415426;21/06/2019;1,386309;21/02/2019;4,021221;21/02/2019;3,087767;22/09/2020;1,09727642;21/02/2019;126,563795;21/02/2019;2,888637
01/04/2021;1,2239552;17/12/2020;1,1413283;22/02/2019;18,226912;;;31/12/2020;1,37565352;22/02/2019;3,820496;22/02/2019;190,591425;22/02/2019;2,423722;24/06/2019;1,38104;22/02/2019;4,021299;22/02/2019;3,087307;23/09/2020;1,09713411;22/02/2019;126,594328;22/02/2019;2,889336
05/04/2021;1,2286593;18/12/2020;1,1403274;25/02/2019;18,204466;;;04/01/2021;1,36643378;25/02/2019;3,814502;25/02/2019;191,488707;25/02/2019;2,416866;25/06/2019;1,381131;25/02/2019;4,013309;25/02/2019;3,077001;24/09/2020;1,09755795;25/02/2019;126,623635;25/02/2019;2,890038
06/04/2021;1,2291126;21/12/2020;1,1374688;26/02/2019;18,158204;;;05/01/2021;1,36616514;26/02/2019;3,822356;26/02/2019;191,969197;26/02/2019;2,417541;26/06/2019;1,38233;26/02/2019;4,006101;26/02/2019;3,067134;25/09/2020;1,09772545;26/02/2019;126,652594;26/02/2019;2,890738
07/04/2021;1,2285669;22/12/2020;1,1368883;27/02/2019;18,210102;;;06/01/2021;1,34934054;27/02/2019;3,82938;27/02/2019;190,129956;27/02/2019;2,411379;27/06/2019;1,384402;27/02/2019;4,010773;27/02/2019;3,072865;28/09/2020;1,09734429;27/02/2019;126,683669;27/02/2019;2,891439
08/04/2021;1,2304149;23/12/2020;1,1389617;28/02/2019;18,241778;;;07/01/2021;1,34823733;28/02/2019;3,825941;28/02/2019;191,489391;28/02/2019;2,416733;28/06/2019;1,382509;28/02/2019;3,998296;28/02/2019;3,051388;29/09/2020;1,0972895;28/02/2019;126,713893;28/02/2019;2,892141
09/04/2021;1,232116;24/12/2020;1,1398689;01/03/2019;18,211909;;;08/01/2021;1,35669404;01/03/2019;3,818926;01/03/2019;191,600406;01/03/2019;2,416569;01/07/2019;1,386479;01/03/2019;4,002788;01/03/2019;3,056925;30/09/2020;1,09751051;01/03/2019;126,74403;01/03/2019;2,892843
12/04/2021;1,2365939;28/12/2020;1,1400023;06/03/2019;18,119552;;;11/01/2021;1,34662489;06/03/2019;3,810291;06/03/2019;190,964844;06/03/2019;2,414476;02/07/2019;1,389865;06/03/2019;4,001873;06/03/2019;3,051668;01/10/2020;1,09737861;06/03/2019;126,774005;06/03/2019;2,893545
13/04/2021;1,2355233;29/12/2020;1,1423778;07/03/2019;18,058746;;;12/01/2021;1,35232098;07/03/2019;3,804077;07/03/2019;190,894121;07/03/2019;2,41186;03/07/2019;1,390591;07/03/2019;4,008701;07/03/2019;3,058689;02/10/2020;1,09695225;07/03/2019;126,804174;07/03/2019;2,894247
14/04/2021;1,2349653;30/12/2020;1,1452172;08/03/2019;18,11268;;;13/01/2021;1,35097287;08/03/2019;3,807455;08/03/2019;190,264994;08/03/2019;2,418882;04/07/2019;1,391006;08/03/2019;4,008617;08/03/2019;3,061529;05/10/2020;1,09722447;08/03/2019;126,834446;08/03/2019;2,894954
15/04/2021;1,2351778;31/12/2020;1,1451417;11/03/2019;18,166091;;;14/01/2021;1,36048768;11/03/2019;3,844489;11/03/2019;191,139495;11/03/2019;2,425778;05/07/2019;1,391499;11/03/2019;4,024422;11/03/2019;3,088124;06/10/2020;1,0971386;11/03/2019;126,864481;11/03/2019;2,895662
16/04/2021;1,2388011;04/01/2021;1,1434557;12/03/2019;18,219519;;;15/01/2021;1,35540873;12/03/2019;3,845141;12/03/2019;191,146385;12/03/2019;2,421238;08/07/2019;1,387944;12/03/2019;4,028225;12/03/2019;3,093991;07/10/2020;1,09730571;12/03/2019;126,894745;12/03/2019;2,896367
19/04/2021;1,2370602;05/01/2021;1,144028;13/03/2019;18,291354;;;18/01/2021;1,35561237;13/03/2019;3,870814;13/03/2019;191,701734;13/03/2019;2,420085;09/07/2019;1,392934;13/03/2019;4,037203;13/03/2019;3,107788;08/10/2020;1,09778297;13/03/2019;126,924772;13/03/2019;2,897069
20/04/2021;1,234801;06/01/2021;1,1406777;14/03/2019;18,243949;;;19/01/2021;1,35415772;14/03/2019;3,859841;14/03/2019;191,528258;14/03/2019;2,424145;10/07/2019;1,39245;14/03/2019;4,032799;14/03/2019;3,099563;09/10/2020;1,09823039;14/03/2019;126,954782;14/03/2019;2,897772
22/04/2021;1,2294195;07/01/2021;1,1373163;15/03/2019;18,237412;;;20/01/2021;1,36140443;15/03/2019;3,873598;15/03/2019;190,78399;15/03/2019;2,420218;11/07/2019;1,395834;15/03/2019;4,039745;15/03/2019;3,110317;13/10/2020;1,09870157;15/03/2019;126,984994;15/03/2019;2,898475
23/04/2021;1,2349824;08/01/2021;1,1434727;18/03/2019;18,288919;;;21/01/2021;1,35925784;18/03/2019;3,888744;18/03/2019;191,548418;18/03/2019;2,425016;12/07/2019;1,398454;18/03/2019;4,050613;18/03/2019;3,126465;14/10/2020;1,09885076;18/03/2019;127,012801;18/03/2019;2,89918
26/04/2021;1,2362713;11/01/2021;1,1374599;19/03/2019;18,295659;;;22/01/2021;1,35322761;19/03/2019;3,88029;19/03/2019;192,196351;19/03/2019;2,421329;15/07/2019;1,398149;19/03/2019;4,049265;19/03/2019;3,123513;15/10/2020;1,0986576;19/03/2019;127,045256;19/03/2019;2,899879
27/04/2021;1,2350168;12/01/2021;1,1423563;20/03/2019;18,35064;;;25/01/2021;1,34861744;20/03/2019;3,875125;20/03/2019;192,104777;20/03/2019;2,422297;16/07/2019;1,396117;20/03/2019;4,055507;20/03/2019;3,13367;16/10/2020;1,09862556;20/03/2019;127,075324;20/03/2019;2,900582
28/04/2021;1,2357616;13/01/2021;1,1378717;21/03/2019;18,343454;;;26/01/2021;1,35181733;21/03/2019;3,86807;21/03/2019;192,072941;21/03/2019;2,417419;17/07/2019;1,393303;21/03/2019;4,04647;21/03/2019;3,114146;19/10/2020;1,09897913;21/03/2019;127,106487;21/03/2019;2,901287
29/04/2021;1,2379374;14/01/2021;1,1396445;22/03/2019;18,348213;;;27/01/2021;1,34232225;22/03/2019;3,807785;22/03/2019;190,161974;22/03/2019;2,404965;18/07/2019;1,395522;22/03/2019;4,059016;22/03/2019;3,128389;20/10/2020;1,09933016;22/03/2019;127,135935;22/03/2019;2,901993
30/04/2021;1,2367339;15/01/2021;1,1394612;25/03/2019;18,318193;;;28/01/2021;1,34795244;25/03/2019;3,819845;25/03/2019;190,485797;25/03/2019;2,407477;19/07/2019;1,395875;25/03/2019;4,080638;25/03/2019;3,156677;21/10/2020;1,0993293;25/03/2019;127,16611;25/03/2019;2,902697
03/05/2021;1,2355276;18/01/2021;1,1405399;26/03/2019;18,339563;;;29/01/2021;1,34464775;26/03/2019;3,820345;26/03/2019;190,342194;26/03/2019;2,413341;22/07/2019;1,39764;26/03/2019;4,080265;26/03/2019;3,157146;22/10/2020;1,09929316;26/03/2019;127,196438;26/03/2019;2,903401
04/05/2021;1,2311976;19/01/2021;1,1416792;27/03/2019;18,450426;;;01/02/2021;1,35423722;27/03/2019;3,77976;27/03/2019;190,068929;27/03/2019;2,395406;23/07/2019;1,401443;27/03/2019;4,08888;27/03/2019;3,167734;23/10/2020;1,09904358;27/03/2019;127,225762;27/03/2019;2,904105
05/05/2021;1,2335847;20/01/2021;1,1418388;28/03/2019;18,370257;;;02/02/2021;1,36516286;28/03/2019;3,802229;28/03/2019;188,812977;28/03/2019;2,396627;24/07/2019;1,402742;28/03/2019;4,112112;28/03/2019;3,20156;26/10/2020;1,09914787;28/03/2019;127,256996;28/03/2019;2,904811
06/05/2021;1,2294752;21/01/2021;1,1415552;29/03/2019;18,367755;;;03/02/2021;1,36880996;29/03/2019;3,817514;29/03/2019;190,484021;29/03/2019;2,406448;25/07/2019;1,401857;29/03/2019;4,113319;29/03/2019;3,20416;27/10/2020;1,09926532;29/03/2019;127,287137;29/03/2019;2,905516
07/05/2021;1,235201;22/01/2021;1,1414472;01/04/2019;18,320396;;;04/02/2021;1,37727048;01/04/2019;3,844313;01/04/2019;193,310288;01/04/2019;2,409773;26/07/2019;1,405401;01/04/2019;4,115236;01/04/2019;3,20664;28/10/2020;1,09899942;01/04/2019;127,317302;01/04/2019;2,906222
