,JPEIGLSP Index,BRL Curncy,CAD Curncy,AUD Curncy,DXY Index
,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
2016-03-28,436.16,3.6273,1.327,0.7507,96.273
2016-03-25,437.19,3.6786,1.3248,0.7528,96.142
2016-03-24,437.19,3.6786,1.3204,0.7532,96.046
2016-03-23,433.93,3.6849,1.3049,0.7622,95.648
2016-03-22,423.04,3.5802,1.3101,0.7578,95.288
2016-03-21,423.13,3.6193,1.3004,0.7608,95.086
2016-03-18,428.02,3.6242,1.2976,0.7649,94.76
2016-03-17,434,3.628,1.3097,0.7553,95.89
2016-03-16,446.58,3.7425,1.3356,0.7457,96.633
2016-03-15,445.06,3.7668,1.326,0.7515,96.624
2016-03-14,439.68,3.6597,1.3209,0.7565,96.172
2016-03-11,437.41,3.5856,1.3346,0.7454,96.066
2016-03-10,446.72,3.6263,1.3248,0.7486,97.173
2016-03-09,450.8,3.6898,1.3409,0.7439,97.209
2016-03-08,459.25,3.7549,1.3282,0.7469,97.071
2016-03-07,450.93,3.7852,1.3317,0.7439,97.34
2016-03-04,452.53,3.7529,1.3404,0.7352,97.592
2016-03-03,461.92,3.7991,1.3417,0.7295,98.214
2016-03-02,464.18,3.8941,1.341,0.7175,98.352
2016-03-01,469.11,3.9341,1.354,0.7141,98.211
2016-02-29,483.24,4.0159,1.3513,0.7126,98.148
2016-02-26,485.72,4,1.353,0.7236,97.287
2016-02-25,496.3,3.9565,1.3702,0.7196,97.458
2016-02-24,497.92,3.9577,1.3793,0.7202,97.481
2016-02-23,497.11,3.9588,1.3706,0.7227,97.379
2016-02-22,494.4,3.946,1.3766,0.7148,96.6
2016-02-19,501.3,4.022,1.3726,0.7157,96.951
2016-02-18,502.09,4.0295,1.3672,0.7185,96.786
2016-02-17,501.42,3.9902,1.3864,0.7111,96.868
2016-02-16,516.38,4.0676,1.3834,0.7139,95.94
2016-02-15,525.38,3.9979,1.385,0.7112,95.94
2016-02-12,525.38,4.003,1.3937,0.7109,95.562
2016-02-11,538.38,3.9925,1.3926,0.7095,95.888
2016-02-10,524.71,3.9293,1.3867,0.707,96.071
2016-02-09,523.96,3.9039,1.3927,0.7087,96.57
2016-02-08,520.14,3.9039,1.3917,0.7067,97.031
2016-02-05,501.55,3.9039,1.3754,0.7201,96.474
2016-02-04,502.78,3.8902,1.3781,0.7169,97.288
2016-02-03,503.98,3.896,1.4055,0.7039,98.872
2016-02-02,508.37,3.9902,1.3948,0.7114,99.009
2016-02-01,492.9,3.9636,1.3976,0.7084,99.606
2016-01-29,493.6,3.9992,1.4029,0.7084,98.51
2016-01-28,490.32,4.0697,1.4096,0.7027,98.902
2016-01-27,494.51,4.1099,1.4118,0.7005,99.087
2016-01-26,501.58,4.0514,1.4291,0.6955,99.36
2016-01-25,502.02,4.0903,1.4119,0.7002,99.574
2016-01-22,497.01,4.0938,1.4266,0.6999,99.056
2016-01-21,512.04,4.1552,1.4504,0.6908,99.091
2016-01-20,519.06,4.0976,1.4579,0.6909,98.991
2016-01-19,505.23,4.0641,1.456,0.6866,98.956
2016-01-18,508.08,4.0331,1.4541,0.6864,98.956
2016-01-15,508.08,4.049,1.4366,0.6985,99.089
2016-01-14,490.08,4.0003,1.434,0.6955,98.933
2016-01-13,488,4.0167,1.4262,0.6986,98.974
2016-01-12,481.14,4.0277,1.4216,0.6995,98.725
2016-01-11,469.56,4.0536,1.4172,0.6953,98.54
2016-01-08,467.79,4.0248,1.4115,0.7012,98.219
2016-01-07,462.83,4.0444,1.4076,0.7072,99.181
2016-01-06,455.56,4.0294,1.3996,0.7161,99.404
2016-01-05,447.06,4.0078,1.3953,0.7191,98.869
2016-01-04,451.1,4.0399,1.3855,0.7303,98.683
2016-01-01,445.6,3.9608,1.3839,0.7286,98.631
2015-12-31,445.6,3.9608,1.388,0.7287,98.266
2015-12-30,441.84,3.9578,1.3844,0.7296,98.101
2015-12-29,440.23,3.8642,1.3905,0.7249,97.919
2015-12-28,449.9,3.8592,1.3824,0.728,97.847
2015-12-25,449.96,3.9443,1.3821,0.7263,97.984
2015-12-24,449.96,3.9443,1.3849,0.7234,98.341
2015-12-23,448.98,3.9412,1.392,0.7236,98.235
2015-12-22,453.4,3.989,1.3959,0.719,98.363
2015-12-21,457.15,4.0103,1.3957,0.7176,98.703
2015-12-18,455.59,3.9831,1.3937,0.7129,99.27
2015-12-17,447.25,3.8783,1.378,0.7233,97.871
2015-12-16,447.94,3.8842,1.3733,0.7192,98.217
2015-12-15,446.07,3.8714,1.3734,0.7242,97.604
2015-12-14,455.82,3.8734,1.3756,0.7189,97.565
2015-12-11,456.7,3.8728,1.3625,0.7281,97.939
2015-12-10,433.34,3.8124,1.358,0.7229,97.345
2015-12-09,430.59,3.7523,1.3585,0.7215,98.474
2015-12-08,431.87,3.7966,1.3499,0.7267,98.655
2015-12-07,429.1,3.7684,1.3362,0.7339,98.354
2015-12-04,427,3.7525,1.3355,0.7341,97.621
2015-12-03,422.21,3.7591,1.3343,0.7309,99.993
2015-12-02,425.29,3.8373,1.3358,0.7323,99.795
2015-12-01,425.81,3.853,1.3362,0.7227,100.17
2015-11-30,419.51,3.8674,1.3371,0.7193,100.02
2015-11-27,414.15,3.8466,1.3294,0.7225,99.795
2015-11-26,412.13,3.7435,1.329,0.7252,99.795
2015-11-25,412.13,3.7456,1.3305,0.7257,99.527
2015-11-24,409.54,3.6992,1.3365,0.7192,99.803
2015-11-23,408.46,3.7323,1.3346,0.7239,99.565
2015-11-20,407.31,3.7058,1.3284,0.7194,98.989
2015-11-19,411.58,3.7179,1.3303,0.7111,99.652
2015-11-18,413.88,3.7648,1.3321,0.7111,99.631
2015-11-17,418.06,3.8139,1.3331,0.7096,99.442
2015-11-16,419.88,3.8198,1.3323,0.7127,98.998
2015-11-13,420.82,3.8494,1.3291,0.7126,98.649
2015-11-12,415.32,3.7711,1.3262,0.7062,99.013
2015-11-11,414.59,3.761,1.3275,0.7032,99.293
2015-11-10,414.59,3.7478,1.3287,0.7047,98.979
2015-11-09,412.6,3.7993,1.3306,0.7043,99.168
2015-11-06,405.73,3.7688,1.317,0.7144,97.936
2015-11-05,406.13,3.78,1.315,0.7149,97.95
2015-11-04,403.2,3.7998,1.306,0.7186,97.158
2015-11-03,405.21,3.7691,1.3094,0.7147,96.928
2015-11-02,415.9,3.8558,1.308,0.7138,96.946
2015-10-30,422.24,3.8558,1.3172,0.7074,97.282
2015-10-29,420.53,3.8487,1.3191,0.7115,97.782
2015-10-28,424.28,3.9061,1.3269,0.7193,96.906
2015-10-27,432.9,3.8886,1.3153,0.7249,96.861
2015-10-26,425.29,3.9072,1.3166,0.7216,97.127
2015-10-23,425.93,3.8763,1.3088,0.7208,96.378
2015-10-22,434.63,3.9064,1.3139,0.721,95.035
2015-10-21,438.13,3.9404,1.298,0.726,94.913
2015-10-20,430.35,3.9053,1.3019,0.7248,94.928
2015-10-19,429.5,3.8863,1.2914,0.7264,94.54
2015-10-16,427.8,3.9236,1.2864,0.7329,94.371
2015-10-15,435.22,3.7994,1.2936,0.73,93.931
2015-10-14,445.33,3.8126,1.3039,0.7245,94.759
2015-10-13,440.57,3.8934,1.2998,0.7362,94.841
2015-10-12,431.91,3.7633,1.2945,0.7336,94.813
2015-10-09,431.91,3.7633,1.3016,0.726,95.318
2015-10-08,437.61,3.7853,1.3057,0.7208,95.497
2015-10-07,440.89,3.8862,1.3034,0.7166,95.455
2015-10-06,448.09,3.8526,1.3086,0.7083,96.106
2015-10-05,451.91,3.9114,1.3152,0.7045,95.83
2015-10-02,469.6,3.933,1.3268,0.703,96.185
2015-10-01,469.06,4.0095,1.3313,0.7018,96.35
2015-09-30,473.94,3.9475,1.3422,0.6985,95.855
2015-09-29,483.12,4.062,1.3397,0.6989,96.034
2015-09-28,475.28,4.1096,1.3337,0.7024,96.269
2015-09-25,455.1,3.9755,1.3305,0.7024,95.994
2015-09-24,459.65,3.9507,1.332,0.7003,96.068
2015-09-23,445.09,4.1783,1.3272,0.7089,96.283
2015-09-22,442.15,4.0503,1.3255,0.7132,95.894
2015-09-21,424.43,3.9851,1.3226,0.7189,94.863
2015-09-18,425.94,3.9454,1.3183,0.7173,94.55
2015-09-17,424.41,3.8977,1.3172,0.7197,95.42
2015-09-16,419.53,3.8298,1.3249,0.7142,95.611
2015-09-15,424.22,3.8622,1.3265,0.7138,95.246
2015-09-14,436.64,3.8154,1.3264,0.7092,95.194
2015-09-11,435.18,3.8708,1.3252,0.7072,95.456
2015-09-10,431.85,3.8496,1.3259,0.7018,96.012
2015-09-09,431.44,3.7801,1.3208,0.7017,95.985
2015-09-08,435.22,3.8208,1.3307,0.6924,96.229
2015-09-07,441.4,3.8434,1.3282,0.6908,96.229
2015-09-04,441.4,3.8434,1.3179,0.7017,96.405
2015-09-03,437.87,3.7403,1.3269,0.7039,95.828
2015-09-02,440.18,3.7611,1.3259,0.7019,95.45
2015-09-01,439.78,3.6987,1.314,0.7113,95.824
2015-08-31,429.94,3.6205,1.32,0.7173,96.106
2015-08-28,432.66,3.5815,1.3199,0.7166,95.61
2015-08-27,438.2,3.5537,1.3292,0.7122,95.1
2015-08-26,456.1,3.5964,1.3336,0.713,94.53
2015-08-25,457.68,3.6169,1.3287,0.7156,93.332
2015-08-24,473.79,3.5528,1.3189,0.7316,95.008
2015-08-21,454.27,3.4998,1.3087,0.7337,95.98
2015-08-20,446.08,3.4587,1.3129,0.7348,96.359
2015-08-19,438.18,3.4924,1.3059,0.7341,97.04
2015-08-18,426.61,3.4674,1.3079,0.7372,96.806
2015-08-17,427.53,3.4808,1.3088,0.7379,96.52
2015-08-14,423.04,3.4827,1.306,0.736,96.445
2015-08-13,421.96,3.5192,1.2977,0.7379,96.262
2015-08-12,425,3.4808,1.3114,0.7304,97.29
2015-08-11,425.1,3.4743,1.3001,0.7413,97.159
2015-08-10,415.18,3.4376,1.3131,0.7418,97.563
2015-08-07,419.9,3.5072,1.311,0.7346,97.833
2015-08-06,414.27,3.5356,1.3177,0.7356,97.958
2015-08-05,405.96,3.4854,1.3193,0.738,97.931
2015-08-04,409.01,3.471,1.3156,0.7286,97.494
2015-08-03,413.91,3.4511,1.3091,0.7308,97.336
2015-07-31,406.68,3.4214,1.3,0.7293,97.56
2015-07-30,405.43,3.3718,1.2945,0.7295,96.976
2015-07-29,407.49,3.3311,1.2921,0.7338,96.772
2015-07-28,416.02,3.3568,1.3038,0.7269,96.502
2015-07-27,418.51,3.3638,1.3049,0.7282,97.244
2015-07-24,407.32,3.3551,1.3037,0.7356,97.115
2015-07-23,402.96,3.2857,1.3033,0.7377,97.598
2015-07-22,394.86,3.2229,1.2948,0.7419,97.328
2015-07-21,392.37,3.1718,1.2994,0.7372,98.029
2015-07-20,389.83,3.196,1.2972,0.7371,97.862
2015-07-17,392.01,3.1881,1.2957,0.7405,97.668
2015-07-16,391.31,3.1565,1.2913,0.7379,97.166
2015-07-15,393.94,3.14,1.2728,0.7452,96.643
2015-07-14,387.45,3.1401,1.2741,0.7407,96.858
2015-07-13,383.79,3.1338,1.2658,0.7446,96.025
2015-07-10,383.89,3.1602,1.2707,0.7447,96.606
2015-07-09,395.16,3.2203,1.2746,0.7429,96.294
2015-07-08,406.66,3.2353,1.2705,0.7451,96.865
2015-07-07,401.57,3.1862,1.2652,0.75,96.298
2015-07-06,396.53,3.1378,1.2574,0.7523,96.113
2015-07-03,383.59,3.1343,1.254,0.7633,96.113
2015-07-02,383.59,3.0967,1.259,0.7645,96.31
2015-07-01,382.85,3.1492,1.2494,0.7707,95.485
2015-06-30,391.76,3.103,1.2403,0.7679,94.79
2015-06-29,395.02,3.1177,1.2321,0.7655,95.472
2015-06-26,375.91,3.1293,1.2328,0.7738,95.187
2015-06-25,379.26,3.1275,1.2383,0.7704,95.264
2015-06-24,378.36,3.0984,1.2327,0.7736,95.432
2015-06-23,375.01,3.0754,1.2309,0.7728,94.329
2015-06-22,381.23,3.0803,1.2267,0.7772,94.085
2015-06-19,391.99,3.0978,1.2222,0.78,94.042
2015-06-18,388.02,3.0602,1.2228,0.7749,94.296
2015-06-17,400.69,3.0566,1.2295,0.7752,94.999
2015-06-16,400.88,3.0889,1.2325,0.7766,94.81
2015-06-15,393.37,3.1269,1.2322,0.7731,94.972
2015-06-12,386.27,3.1197,1.2292,0.7755,94.976
2015-06-11,390.41,3.09,1.2255,0.7761,94.646
2015-06-10,384.2,3.1181,1.2337,0.7691,95.166
2015-06-09,384.98,3.097,1.241,0.7703,95.299
2015-06-08,385.37,3.1124,1.2444,0.7623,96.306
2015-06-05,376.42,3.1424,1.2502,0.7688,95.461
2015-06-04,379.44,3.1336,1.2452,0.7787,95.465
2015-06-03,369.23,3.1336,1.2401,0.7772,95.835
2015-06-02,374.06,3.1323,1.2522,0.7606,97.392
2015-06-01,377.21,3.1684,1.2454,0.7645,96.907
2015-05-29,380.31,3.1787,1.2435,0.7649,96.965
2015-05-28,381.12,3.1628,1.2452,0.7729,97.371
2015-05-27,377.69,3.1397,1.2434,0.7735,97.299
2015-05-26,374.34,3.1535,1.2314,0.7824,96.014
2015-05-25,364.62,3.0973,1.2279,0.7823,96.014
2015-05-22,364.62,3.0942,1.2199,0.7896,95.255
2015-05-21,367.82,3.0382,1.2208,0.7875,95.448
2015-05-20,368.27,3.0026,1.2233,0.7915,95.267
2015-05-19,367,3.0381,1.216,0.7991,94.221
2015-05-18,363.18,3.0056,1.2014,0.8034,93.135
2015-05-15,371.32,2.9969,1.1983,0.8081,93.457
2015-05-14,367.78,2.9942,1.1958,0.8113,93.617
2015-05-13,361.28,3.0395,1.2019,0.7976,94.534
2015-05-12,366.62,3.0197,1.2103,0.7891,95.011
2015-05-11,358.57,3.0622,1.2071,0.7932,94.794
2015-05-08,365.79,2.9746,1.213,0.7907,94.635
2015-05-07,370.6,3.0258,1.2048,0.7969,94.087
2015-05-06,363.09,3.0347,1.2069,0.7942,95.076
2015-05-05,366.6,3.0562,1.2095,0.7838,95.48
2015-05-04,369.07,3.0865,1.2159,0.7851,95.297
2015-05-01,371.53,3.0145,1.2077,0.7905,94.6
2015-04-30,376.04,3.0145,1.202,0.8008,95.209
2015-04-29,374.99,2.9613,1.2033,0.8022,96.092
2015-04-28,375.54,2.9373,1.2086,0.7858,96.765
2015-04-27,378.1,2.917,1.2174,0.7824,96.922
2015-04-24,377.74,2.9513,1.2144,0.7778,97.278
2015-04-23,380.81,2.9707,1.2238,0.7755,97.932
2015-04-22,379.32,3.0108,1.228,0.7711,98.004
2015-04-21,389.19,3.0325,1.2225,0.7725,97.941
2015-04-20,392.89,3.0325,1.2246,0.7782,97.52
2015-04-17,395.84,3.0408,1.2189,0.7803,97.415
2015-04-16,388.59,3.0205,1.229,0.7682,98.319
2015-04-15,386.4,3.0287,1.2485,0.7626,98.733
2015-04-14,385.34,3.0633,1.2596,0.7589,99.49
2015-04-13,382.23,3.1213,1.2566,0.7682,99.338
2015-04-10,381.56,3.0754,1.2578,0.7692,99.155
2015-04-09,382.41,3.0577,1.2546,0.7684,97.94
2015-04-08,390.03,3.0494,1.2506,0.7633,97.83
2015-04-07,396.73,3.1298,1.2482,0.7592,96.777
2015-04-06,397.84,3.1261,1.2484,0.7633,96.545
2015-04-03,406.22,3.1229,1.2559,0.7592,97.436
2015-04-02,400.86,3.1229,1.2621,0.76,98.185
2015-04-01,407.54,3.1649,1.2686,0.7607,98.357
2015-03-31,409.66,3.1967,1.2675,0.7654,97.975
2015-03-30,407.06,3.2299,1.2609,0.7752,97.291
2015-03-27,409.35,3.2497,1.2483,0.7828,97.436
2015-03-26,402.23,3.1831,1.252,0.7845,96.979
2015-03-25,409.26,3.201,1.2493,0.7877,97.193
2015-03-24,415.42,3.1395,1.2523,0.788,97.033
2015-03-23,415.09,3.1323,1.2552,0.7775,97.909
2015-03-20,419.5,3.2308,1.2717,0.7649,99.26
2015-03-19,424.38,3.2919,1.2566,0.7774,98.55
2015-03-18,441.58,3.2107,1.2788,0.7617,99.585
2015-03-17,432.45,3.2397,1.2773,0.764,99.604
2015-03-16,426.39,3.2457,1.2783,0.7637,100.33
2015-03-13,421.45,3.2487,1.2686,0.7708,99.435
2015-03-12,412.55,3.166,1.275,0.7596,99.795
2015-03-11,416.63,3.1264,1.2689,0.7626,98.618
2015-03-10,414.7,3.1013,1.2604,0.7702,97.588
2015-03-09,401.04,3.1224,1.2624,0.7716,97.615
2015-03-06,391.91,3.064,1.2486,0.7782,96.378
2015-03-05,397.43,3.003,1.2427,0.7817,95.965
2015-03-04,394.71,2.9798,1.2496,0.7817,95.383
2015-03-03,391.05,2.9316,1.2535,0.7766,95.462
2015-03-02,394.4,2.8954,1.2515,0.7808,95.293
2015-02-27,402.33,2.8412,1.2515,0.78,95.292
2015-02-26,410.63,2.9059,1.2436,0.7887,94.213
2015-02-25,417.02,2.8691,1.2486,0.7831,94.493
2015-02-24,420.5,2.8289,1.2571,0.7802,94.569
2015-02-23,418.29,2.8786,1.2531,0.7842,94.253
2015-02-20,409.63,2.8695,1.2495,0.7792,94.404
2015-02-19,408.09,2.8669,1.2455,0.7811,94.198
2015-02-18,411.41,2.839,1.2389,0.7819,94.061
2015-02-17,402.88,2.8347,1.2466,0.7773,94.201
2015-02-16,412.28,2.8347,1.2448,0.7762,94.201
2015-02-13,412.28,2.8347,1.2509,0.7735,94.094
2015-02-12,422.79,2.8238,1.2632,0.7718,94.985
2015-02-11,430.53,2.8679,1.2587,0.7771,94.758
2015-02-10,427.93,2.8324,1.2467,0.7802,94.449
2015-02-09,421.62,2.771,1.2527,0.7796,94.698
2015-02-06,419.64,2.7819,1.2434,0.7798,93.569
2015-02-05,430.74,2.7454,1.2574,0.7753,93.986
2015-02-04,436.66,2.7417,1.2415,0.7793,93.6
2015-02-03,434.51,2.6951,1.2564,0.7803,94.504
2015-02-02,448.79,2.7274,1.2732,0.7762,94.804
2015-01-30,454.78,2.6829,1.2616,0.7762,94.782
2015-01-29,448.05,2.6044,1.2536,0.7889,94.467
2015-01-28,452.51,2.5766,1.2399,0.7937,94.022
2015-01-27,443.26,2.5735,1.2474,0.7925,94.802
2015-01-26,442.85,2.5836,1.242,0.7912,94.762
2015-01-23,441.25,2.5802,1.238,0.8026,94.077
2015-01-22,447.65,2.5746,1.234,0.8085,92.904
2015-01-21,450.36,2.601,1.2113,0.8172,93.046
2015-01-20,453.47,2.6131,1.1941,0.8211,92.52
2015-01-19,451.76,2.6509,1.1984,0.8223,92.52
2015-01-16,451.76,2.6223,1.1961,0.8217,92.352
2015-01-15,454.84,2.642,1.1951,0.815,92.161
2015-01-14,451.75,2.6164,1.1959,0.8166,92.31
2015-01-13,449.29,2.6432,1.1974,0.8157,91.983
2015-01-12,446.58,2.6737,1.1867,0.8204,91.935
2015-01-09,435.57,2.6329,1.1831,0.8123,92.368
2015-01-08,427.42,2.6625,1.1815,0.8079,91.89
2015-01-07,439.3,2.6829,1.1836,0.8084,91.499
2015-01-06,446.2,2.7008,1.1763,0.8083,91.378
2015-01-05,431.74,2.706,1.1785,0.8089,91.08
2015-01-02,410.11,2.6942,1.1611,0.8183,90.276
2015-01-01,404.2,2.6576,1.1621,0.8175,90.269
2014-12-31,404.2,2.6576,1.1611,0.8183,89.991
2014-12-30,403.63,2.6576,1.1637,0.8132,90.19
2014-12-29,399.31,2.7052,1.1627,0.8121,90.03
2014-12-26,395.75,2.6692,1.1625,0.8119,89.835
2014-12-25,394.91,2.6958,1.1624,0.811,89.967
2014-12-24,394.91,2.6958,1.1617,0.8105,90.064
2014-12-23,393.77,2.6948,1.1628,0.8135,89.77
2014-12-22,403.14,2.6651,1.16,0.813,89.598
2014-12-19,407.51,2.6595,1.1576,0.8165,89.235
2014-12-18,417.99,2.6628,1.163,0.8123,89.133
2014-12-17,442.34,2.7153,1.1627,0.8218,88.125
2014-12-16,477.58,2.7387,1.1672,0.8211,88.46
2014-12-15,458.98,2.6958,1.1581,0.8247,88.363
2014-12-12,439.87,2.6541,1.1521,0.8272,88.663
2014-12-11,412.14,2.6523,1.1482,0.8318,88.271
2014-12-10,410.35,2.6166,1.1446,0.8293,88.69
2014-12-09,392.78,2.596,1.148,0.8294,89.041
2014-12-08,379.26,2.6004,1.1435,0.8316,89.334
2014-12-05,364.69,2.5885,1.1384,0.8383,88.704
2014-12-04,364.42,2.5908,1.1365,0.8405,88.956
2014-12-03,364.39,2.5532,1.1407,0.8445,88.647
2014-12-02,364,2.5693,1.1329,0.8491,87.946
2014-12-01,365.28,2.5607,1.1416,0.8506,88.356
2014-11-28,352.51,2.5654,1.1331,0.8545,87.607
2014-11-27,352.51,2.5311,1.1247,0.8548,87.607
2014-11-26,352.51,2.5015,1.1258,0.853,87.92
2014-11-25,353.4,2.5301,1.1279,0.8618,88.151
2014-11-24,348.89,2.5461,1.1233,0.867,88.31
2014-11-21,349.32,2.5158,1.1305,0.862,87.591
2014-11-20,353.81,2.573,1.1341,0.8618,87.647
2014-11-19,352.77,2.5714,1.1296,0.872,87.575
2014-11-18,358.35,2.5828,1.1308,0.8708,87.926
2014-11-17,357.54,2.6089,1.1287,0.875,87.525
2014-11-14,356.1,2.6017,1.1367,0.8723,87.674
2014-11-13,353.1,2.5888,1.1319,0.8719,87.822
2014-11-12,349.67,2.5682,1.1336,0.8686,87.531
2014-11-11,347.76,2.5563,1.1381,0.8622,87.81
2014-11-10,347.76,2.5522,1.1329,0.8637,87.642
2014-11-07,351.93,2.5587,1.1423,0.8559,88.012
2014-11-06,342.91,2.5699,1.1386,0.8594,87.444
2014-11-05,341.05,2.5078,1.141,0.8738,86.984
2014-11-04,339.24,2.4956,1.1359,0.8681,87.309
2014-11-03,332.11,2.4953,1.1266,0.8798,86.917
2014-10-31,331.56,2.4778,1.1184,0.8835,86.147
2014-10-30,336.06,2.4026,1.1183,0.8797,85.952
2014-10-29,335.38,2.4619,1.1166,0.8856,85.408
2014-10-28,341.32,2.461,1.1247,0.8802,85.495
2014-10-27,350.08,2.5211,1.1231,0.8793,85.732
2014-10-24,350.08,2.4739,1.123,0.8762,85.843
2014-10-23,349.2,2.5,1.1236,0.8779,85.741
2014-10-22,352.69,2.4871,1.1221,0.8779,85.303
2014-10-21,357.08,2.4833,1.1285,0.8784,84.953
2014-10-20,357.8,2.4643,1.1277,0.8744,85.11
2014-10-17,357.39,2.4354,1.1258,0.8756,84.955
2014-10-16,369.45,2.4727,1.1255,0.8829,85.147
2014-10-15,372.15,2.4576,1.1297,0.8713,85.822
2014-10-14,360.31,2.4003,1.1199,0.8772,85.532
2014-10-13,350.01,2.3943,1.1199,0.8686,85.912
2014-10-10,350.01,2.4291,1.1185,0.8783,85.522
2014-10-09,342.64,2.3985,1.1107,0.8841,85.297
2014-10-08,345.14,2.3774,1.1175,0.8817,85.672
2014-10-07,346.37,2.3966,1.1132,0.8763,85.928
2014-10-06,340.69,2.4262,1.1244,0.8675,86.694
2014-10-03,339.72,2.4584,1.1157,0.8803,85.601
2014-10-02,337.56,2.4949,1.1163,0.8738,85.972
2014-10-01,340.93,2.4811,1.1198,0.8747,85.936
2014-09-30,333.62,2.4469,1.1164,0.8718,85.591
2014-09-29,330.55,2.4477,1.1154,0.8765,85.64
2014-09-26,317.7,2.4201,1.111,0.8787,85.195
2014-09-25,316.87,2.4278,1.1058,0.8885,85.037
2014-09-24,311.4,2.3833,1.1078,0.884,84.658
2014-09-23,318.28,2.412,1.1044,0.8873,84.752
2014-09-22,316.35,2.3979,1.0963,0.8925,84.735
2014-09-19,315.45,2.3682,1.0934,0.899,84.323
2014-09-18,315.8,2.3649,1.0998,0.8959,84.345
2014-09-17,315.05,2.3579,1.097,0.9094,84.074
2014-09-16,313.3,2.3317,1.1055,0.9028,84.264
2014-09-15,311.48,2.3429,1.1093,0.9038,84.24
2014-09-12,305.25,2.339,1.1035,0.91,84.298
2014-09-11,305.73,2.2977,1.0938,0.9155,84.283
2014-09-10,307.33,2.2885,1.0984,0.9203,84.278
2014-09-09,307.56,2.2847,1.0974,0.9281,84.232
2014-09-08,305.45,2.2675,1.088,0.9378,83.739
2014-09-05,300.93,2.2418,1.0875,0.9348,83.82
2014-09-04,299.75,2.2429,1.0888,0.9347,82.865
2014-09-03,304.48,2.2369,1.0929,0.9274,82.992
2014-09-02,307.08,2.2436,1.0871,0.9332,82.748
2014-09-01,306.35,2.2459,1.0878,0.9339,82.748
2014-08-29,306.35,2.2359,1.0861,0.9357,82.477
2014-08-28,307.69,2.242,1.0865,0.9337,82.428
2014-08-27,302.75,2.2471,1.0952,0.9306,82.65
2014-08-26,305.19,2.2617,1.0984,0.9297,82.549
2014-08-25,308.37,2.2885,1.0943,0.9317,82.336
2014-08-22,308.64,2.2775,1.0941,0.9303,82.154
2014-08-21,306.28,2.2687,1.097,0.9287,82.226
2014-08-20,303.08,2.262,1.0942,0.9302,81.883
2014-08-19,303.52,2.2469,1.0887,0.9325,81.576
2014-08-18,307.76,2.2574,1.0897,0.9322,81.424
2014-08-15,313.41,2.2601,1.0902,0.9319,81.588
2014-08-14,310.49,2.2666,1.0914,0.9305,81.596
2014-08-13,313.94,2.2816,1.0925,0.9269,81.5
2014-08-12,315.11,2.277,1.0921,0.9262,81.466
2014-08-11,316.47,2.2755,1.0973,0.9275,81.389
2014-08-08,321.59,2.2833,1.0926,0.9271,81.524
2014-08-07,321.21,2.2952,1.0916,0.9354,81.444
2014-08-06,315,2.273,1.0961,0.9305,81.328
2014-08-05,312.28,2.2818,1.0906,0.9334,81.328
2014-08-04,305.9,2.2584,1.0916,0.9312,81.302
2014-08-01,304.77,2.2577,1.0906,0.9295,81.456
2014-07-31,290.57,2.2636,1.0903,0.9331,81.432
2014-07-30,279.92,2.2457,1.0852,0.9383,81.214
2014-07-29,289.43,2.2313,1.0799,0.9406,81.025
2014-07-28,285.14,2.2224,1.0812,0.9396,81.029
2014-07-25,283.77,2.2298,1.0745,0.9419,80.872
2014-07-24,275.84,2.2217,1.0728,0.9456,80.823
2014-07-23,280.97,2.2194,1.0738,0.9394,80.781
2014-07-22,286.89,2.2128,1.0738,0.9373,80.56
2014-07-21,289.27,2.2211,1.0733,0.939,80.524
2014-07-18,286.34,2.2262,1.0763,0.9351,80.505
2014-07-17,291.64,2.2582,1.0741,0.9368,80.559
2014-07-16,281.51,2.2235,1.0759,0.937,80.39
2014-07-15,280.73,2.2191,1.0712,0.9393,80.188
2014-07-14,279.77,2.2122,1.0734,0.9392,80.187
2014-07-11,280.59,2.221,1.065,0.9395,80.127
2014-07-10,279.65,2.2206,1.0651,0.9414,79.993
2014-07-09,276.7,2.2128,1.0679,0.9399,80.179
2014-07-08,277.87,2.2135,1.0684,0.9373,80.218
2014-07-07,276.91,2.2249,1.0653,0.9365,80.269
2014-07-04,276.41,2.2138,1.0634,0.9347,80.212
2014-07-03,276.41,2.2106,1.0664,0.9443,79.956
2014-07-02,276.68,2.2236,1.0632,0.9497,79.815
2014-07-01,281.29,2.2019,1.0671,0.9433,79.775
2014-06-30,284.97,2.2143,1.0666,0.9427,80.039
2014-06-27,281.24,2.1938,1.0689,0.9414,80.22
2014-06-26,281.02,2.1968,1.0719,0.9408,80.225
2014-06-25,278.85,2.2078,1.0745,0.9368,80.327
2014-06-24,279.41,2.225,1.0732,0.9422,80.272
2014-06-23,279.4,2.2192,1.0758,0.9388,80.372
2014-06-20,280.6,2.23,1.0818,0.9398,80.317
2014-06-19,280.49,2.2276,1.0836,0.9408,80.584
2014-06-18,284.84,2.2276,1.0861,0.9337,80.629
2014-06-17,285.37,2.2619,1.0845,0.9401,80.471
2014-06-16,286.8,2.235,1.0855,0.9402,80.576
2014-06-13,281.25,2.2243,1.0856,0.9426,80.576
2014-06-12,284.96,2.2312,1.0868,0.9383,80.788
