,JPEIGLSP Index,BRL Curncy,CAD Curncy,AUD Curncy,DXY Index
,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
2010-11-05,270.06,1.6799,1.0022,1.0149,75.882
2010-11-04,275.07,1.6708,1.0052,1.0062,76.481
2010-11-03,274.07,1.6898,1.0082,0.9995,76.722
2010-11-02,279.18,1.703,1.0152,0.9871,77.296
2010-11-01,278.08,1.703,1.0194,0.9835,77.266
2010-10-29,282.5,1.6991,1.0211,0.9789,77.308
2010-10-28,271.44,1.7042,1.0281,0.972,78.149
2010-10-27,268.89,1.7214,1.0239,0.9854,77.708
2010-10-26,273.36,1.7036,1.02,0.9905,77.103
2010-10-25,279.85,1.6956,1.0259,0.9828,77.472
2010-10-22,284.48,1.7057,1.0267,0.9772,77.418
2010-10-21,286.47,1.6969,1.021,0.9871,77.171
2010-10-20,291.28,1.6775,1.0336,0.9686,78.184
2010-10-19,291.99,1.6827,1.0172,0.9889,76.934
2010-10-18,285.45,1.674,1.0104,0.9907,77.041
2010-10-15,275.44,1.6651,1.0041,0.9942,76.647
2010-10-14,276.64,1.6602,1.0033,0.9905,77.071
2010-10-13,280.57,1.653,1.0101,0.9863,77.363
2010-10-12,288.21,1.6699,1.0139,0.9838,77.442
2010-10-11,299.31,1.6699,1.0111,0.985,77.325
2010-10-08,299.31,1.6661,1.0174,0.9825,77.387
2010-10-07,300.2,1.6811,1.0111,0.9775,77.386
2010-10-06,302.72,1.6788,1.0158,0.9717,77.749
2010-10-05,301.48,1.6632,1.0239,0.9683,78.447
2010-10-04,304.86,1.6979,1.0197,0.9724,78.088
2010-10-01,301.71,1.6897,1.0292,0.9671,78.72
2010-09-30,304.52,1.6873,1.0326,0.9697,78.691
2010-09-29,305.4,1.7009,1.0297,0.9676,79.014
2010-09-28,315.76,1.7079,1.0293,0.9609,79.338
2010-09-27,312.14,1.7106,1.0241,0.9592,79.395
2010-09-24,308.07,1.7109,1.0343,0.9489,80.01
2010-09-23,316.31,1.723,1.0308,0.9568,79.83
2010-09-22,315.5,1.7183,1.0268,0.9552,80.439
2010-09-21,317.18,1.7108,1.0282,0.9472,81.335
2010-09-20,307.78,1.7331,1.033,0.9363,81.398
2010-09-17,304.87,1.7213,1.0265,0.9369,81.241
2010-09-16,299.94,1.7118,1.0262,0.9382,81.491
2010-09-15,304.96,1.7236,1.0275,0.9397,81.08
2010-09-14,312.75,1.7099,1.0271,0.936,81.912
2010-09-13,307.93,1.7106,1.037,0.9266,82.698
2010-09-10,303.22,1.7222,1.0339,0.9229,82.674
2010-09-09,306.32,1.7203,1.0375,0.9182,82.585
2010-09-08,314.69,1.7263,1.048,0.9106,82.82
2010-09-07,315.26,1.7267,1.0354,0.9176,82.042
2010-09-06,300.83,1.7267,1.0388,0.9166,82.102
2010-09-03,300.83,1.7328,1.0524,0.911,82.463
2010-09-02,307.8,1.726,1.0498,0.9117,82.522
2010-09-01,311.84,1.746,1.0656,0.8906,83.202
2010-08-31,325.64,1.7559,1.0601,0.8918,83.164
2010-08-30,321.09,1.7594,1.0508,0.8989,82.918
2010-08-27,307.34,1.7501,1.0579,0.8863,82.934
2010-08-26,318.3,1.7619,1.0596,0.884,83.261
2010-08-25,311.8,1.7635,1.0615,0.8817,83.146
2010-08-24,311.79,1.7705,1.0522,0.8913,83.123
2010-08-23,295.12,1.77,1.0475,0.8939,83.057
2010-08-20,299.55,1.7562,1.0404,0.8927,82.447
2010-08-19,299.33,1.7555,1.0296,0.8983,82.223
2010-08-18,295.62,1.7531,1.0321,0.9053,82.226
2010-08-17,301.38,1.7544,1.0435,0.8982,82.533
2010-08-16,314.27,1.7546,1.0419,0.8929,82.948
2010-08-13,303.83,1.772,1.0424,0.8963,82.635
2010-08-12,299.93,1.7697,1.0464,0.897,82.29
2010-08-11,301.91,1.7748,1.0314,0.9135,80.799
2010-08-10,295.84,1.7534,1.027,0.9165,80.711
2010-08-09,290.15,1.7489,1.0274,0.9183,80.407
2010-08-06,300.47,1.7609,1.0168,0.9161,80.825
2010-08-05,296.74,1.7518,1.0181,0.9166,80.892
2010-08-04,292.87,1.7522,1.0235,0.9127,80.596
2010-08-03,298.63,1.7574,1.0229,0.9137,80.938
2010-08-02,299.52,1.752,1.0297,0.9042,81.539
2010-07-30,312.88,1.7549,1.0371,0.9005,81.636
2010-07-29,304.57,1.758,1.0388,0.8932,82.179
2010-07-28,306.8,1.769,1.0354,0.9024,82.185
2010-07-27,301.68,1.7672,1.0323,0.9026,82.087
2010-07-26,308.16,1.7624,1.0358,0.8957,82.464
2010-07-23,313.85,1.7738,1.0371,0.8933,82.595
2010-07-22,322.92,1.7581,1.0491,0.8781,83.393
2010-07-21,332.41,1.7808,1.0436,0.8839,82.747
2010-07-20,330.6,1.7742,1.0549,0.8684,82.513
2010-07-19,331.68,1.7926,1.0582,0.8689,82.486
2010-07-16,335.86,1.7821,1.0383,0.8844,82.558
2010-07-15,334.25,1.7629,1.0327,0.8851,83.426
2010-07-14,328.48,1.7626,1.03,0.8833,83.643
2010-07-13,323.43,1.757,1.0372,0.8759,84.203
2010-07-12,334.66,1.7607,1.0337,0.8776,83.947
2010-07-09,336.16,1.7554,1.042,0.8774,83.824
2010-07-08,342.22,1.7605,1.0466,0.8643,83.822
2010-07-07,350.16,1.7674,1.0545,0.8527,84.083
2010-07-06,359.41,1.7796,1.0634,0.8393,84.608
2010-07-05,359.54,1.7774,1.0624,0.8416,84.427
2010-07-02,359.54,1.7721,1.0596,0.8434,84.716
2010-07-01,363.09,1.7911,1.0639,0.8408,86.019
2010-06-30,358.23,1.8047,1.056,0.8487,86.025
2010-06-29,353.81,1.8134,1.0358,0.8722,85.652
2010-06-28,343.89,1.7803,1.0355,0.8741,85.313
2010-06-25,340.25,1.7802,1.043,0.8667,85.733
2010-06-24,338.04,1.7836,1.0397,0.8739,85.741
2010-06-23,338.52,1.7873,1.0296,0.8716,86.106
2010-06-22,332.17,1.788,1.0243,0.8765,85.932
2010-06-21,323.68,1.7712,1.0218,0.872,85.699
2010-06-18,327.82,1.7721,1.0282,0.8686,85.688
2010-06-17,335.87,1.7802,1.0243,0.864,86.083
2010-06-16,332.22,1.7873,1.0254,0.8656,85.981
2010-06-15,332.69,1.7875,1.0339,0.8587,86.511
2010-06-14,339.83,1.8111,1.0322,0.8503,87.507
2010-06-11,347.8,1.8107,1.0297,0.8502,87.169
2010-06-10,340.73,1.8045,1.0445,0.8279,87.897
2010-06-09,356.14,1.8501,1.0475,0.8278,88.394
2010-06-08,363.26,1.8543,1.0617,0.8104,88.405
2010-06-07,355.7,1.8798,1.0629,0.8234,88.233
2010-06-04,353.48,1.8654,1.0402,0.8448,87.136
2010-06-03,329.18,1.8176,1.0383,0.8421,86.793
2010-06-02,336.1,1.8176,1.0554,0.8312,86.643
2010-06-01,343.87,1.8478,1.0445,0.8459,86.588
2010-05-31,342.54,1.8209,1.0546,0.8474,86.48
2010-05-28,342.54,1.8171,1.0482,0.8514,86.185
2010-05-27,334.8,1.8153,1.071,0.8215,87.121
2010-05-26,355.35,1.8717,1.0675,0.8278,86.779
2010-05-25,369.62,1.8451,1.0626,0.8265,86.206
2010-05-24,352.24,1.8704,1.0595,0.8318,85.371
2010-05-21,358.83,1.8534,1.0702,0.8172,85.565
2010-05-20,354.09,1.8836,1.0438,0.8472,86.392
2010-05-19,331.62,1.8278,1.0393,0.8645,87.162
2010-05-18,322.68,1.8219,1.0325,0.8774,86.205
2010-05-17,308.52,1.8006,1.0356,0.8859,86.095
2010-05-14,308.5,1.7993,1.02,0.8961,85.207
2010-05-13,291.7,1.7756,1.0193,0.8936,84.828
2010-05-12,293.56,1.7741,1.0221,0.8952,84.467
2010-05-11,303.54,1.7904,1.0232,0.9028,84.156
2010-05-10,305.9,1.771,1.0439,0.888,84.45
2010-05-07,338.8,1.838,1.0526,0.8851,84.894
2010-05-06,339.52,1.8551,1.0307,0.9062,84.079
2010-05-05,303.33,1.7951,1.0245,0.9089,83.299
2010-05-04,288.17,1.7648,1.0108,0.9261,82.272
2010-05-03,269.98,1.727,1.0179,0.9243,81.866
2010-04-30,274.4,1.7394,1.0052,0.9277,82.003
2010-04-29,269.21,1.7277,1.0097,0.9253,82.381
2010-04-28,266.65,1.7485,1.0177,0.9155,82.146
2010-04-27,271.74,1.7713,1.001,0.9269,81.481
2010-04-26,252.26,1.7465,0.9991,0.9278,81.352
2010-04-23,251.6,1.7565,1.0004,0.9275,81.567
2010-04-22,254.08,1.7638,0.9998,0.9268,81.161
2010-04-21,253.25,1.7509,0.9986,0.9318,81.049
2010-04-20,247.56,1.7509,1.0144,0.9239,81
2010-04-19,249.6,1.754,1.0128,0.9243,80.824
2010-04-16,251.5,1.7582,1.0021,0.9345,80.482
2010-04-15,242.07,1.7488,0.9986,0.9351,80.19
2010-04-14,245.38,1.7455,1.0011,0.9291,80.507
2010-04-13,254.14,1.7495,1.0025,0.9275,80.562
2010-04-12,253.5,1.7532,1.0027,0.9332,81.093
2010-04-09,251.94,1.764,1.0021,0.9288,81.534
2010-04-08,253.16,1.7809,1.0063,0.9268,81.443
2010-04-07,255.06,1.7813,1.0016,0.9284,81.387
2010-04-06,245.85,1.7531,1.0022,0.9214,81.094
2010-04-05,243.08,1.7618,1.0111,0.9194,81.173
2010-04-02,259,1.7646,1.0086,0.9211,80.776
2010-04-01,259,1.7646,1.0153,0.9172,81.073
2010-03-31,261.33,1.7813,1.0201,0.9197,81.47
2010-03-30,259.29,1.7899,1.0211,0.9177,81.358
2010-03-29,260.16,1.7945,1.0266,0.9041,81.676
2010-03-26,260.8,1.819,1.024,0.9074,82.12
2010-03-25,255.59,1.8191,1.0268,0.9074,81.838
2010-03-24,260.47,1.8012,1.0159,0.9188,80.896
2010-03-23,272.69,1.7761,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
